TransactionID,TransactionAmt,TransactionDT,ProductCD,User_ID,Merchant,CardNumber,BINNumber,CardNetwork,CardTier,CardType,PhoneNumbers,User_Region,Order_Region,Receiver_Region,Sender_email,Merchant_email,DeviceType,DeviceInfo,Distance,TransactionTimeSlot_E2,HourWithinSlot_E3,TransactionWeekday_E4,AvgTransactionInterval_E5,TransactionAmountVariance_E6,TransactionRatio_E7,MedianTransactionAmount_E8,AvgTransactionAmt_24Hrs_E9,TransactionVelocity_E10,TimingAnomaly_E11,HourlyTransactionCount_E13,DeviceMatching_M4,DeviceMismatch_M6,RegionMismatch_M8,TransactionConsistency_M9,EmailFraudFlag,DaysSinceLastTransac_D2,SameCardDaysDiff_D3,SameAddressDaysDiff_D4,SameReceiverEmailDaysDiff_D10,SameDeviceTypeDaysDiff_D11,TransactionCount_C1,UniqueMerchants_C4,SameBRegionCount_C5,SameDeviceCount_C6,UniqueBRegion_C11,AmountAnomaly,RegionAnomaly_E12,EmailDomainChanges_30D,LateNightPattern,UnauthorizedTransactionFlag,Delivery_Regions_Anomaly,ProductCD_Amount_Anomaly,HighAmount_PostInactivity_E15,isFraud,Customer_Name,DOB,Address,Country,National_ID,Account_Open_Date,Origin_Account,Destination_Account,Account_Type,IP_Address,Geo_Lat,Geo_Long,Login_Country,Transaction_Purpose,Invoice_Number,Business_Category,KYC_Verified,Risk_Score,PEP_Flag,Blacklist_Status,Is_Cross_Border,Currency,FX_Rate
220,9000,29-06-2023 23:29,Services,1206,Hotstar,3559873194287495,355987,Rupay,Platinum,Prepaid,+91 7907782311,Hassan,Hassan,Hassan,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Realme,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,3,0,,61.4368055555556,61.4368055555556,61.4368055555556,23.4694444444444,2,2,1,1,1,0,0,0,0,0,0,1,0,1,User_2006,1987-12-15,"4840 Elm Street, City_0",India,ID004840,2012-02-03,ACC00004840,ACC00019960,Savings,10.0.0.2,-66.045891,-60.152509,India,Gift,INV000219,Finance,1,51,0,Clean,0,INR,1
221,10000,01-08-2023 08:00,Miscellaneous,1030,Tata 1mg,3528303402148618,352830,Rupay,Platinum,Debit,+91 7897738923,Mysuru,Mysuru,Mysuru,HarveySpector88@gmail.com,wallet@uber.com,Mobile,Samsung,0,5,2,1,0,1,0,1,1,0,1,0,1,1,0,2,1,60.3743055555556,0,187.699305555556,60.3743055555556,32.3548611111111,2,2,12,12,2,1,0,0,0,0,0,0,0,1,User_1030,1989-05-13,"6325 Elm Street, City_5",Singapore,ID006325,2016-05-09,ACC00006325,ACC00012861,Savings,192.168.1.1,-56.652645,-26.307739,Brazil,Investment,INV000220,Finance,1,10,0,Clean,0,INR,1
222,1000,04-08-2023 23:45,Services,1030,ALT Balaji,3528303402148618,352830,Rupay,Platinum,Debit,+91 7897738923,Mysuru,Mysuru,Mysuru,HarveySpector88@gmail.com,wallet@uber.com,Mobile,Samsung,0,3,1,4,0,0,1,0,0,0,0,0,1,0,0,3,0,3.65625,3.65625,3.65625,3.65625,3.65625,2,2,12,12,2,0,0,0,0,0,0,0,0,0,User_1030,1971-11-29,"6325 Elm Street, City_5",UAE,ID006325,2016-12-10,ACC00006325,ACC00012053,Business,192.168.1.1,75.293606,-90.568499,India,Purchase,INV000221,Travel,1,25,0,Clean,1,SGD,68.81
223,700,05-08-2023 10:13,Retail,1031,Snapdeal,2720806522425268,272080,MasterCard,Black,Prepaid,+91 7891231233,Dharwad,Dharwad,Dharwadangalore,donnaPaulson@gmail.com,wallet@uber.com,Mobile,Samsung,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,101.554166666667,0.436111111111111,0.436111111111111,2,1,2,12,2,0,0,0,0,0,0,0,0,0,User_1031,1965-02-17,"3266 Elm Street, City_6",UK,ID003266,2013-06-26,ACC00003266,ACC00014130,Savings,172.16.0.3,43.755655,-109.422163,Germany,Salary,INV000222,Education,1,63,0,Clean,0,INR,1
224,1000,10-09-2023 11:15,Services,2011,Hotstar,4032038851661300,403203,Visa,Gold,Debit,+91 9901228981,Chikkamagaluru,Chikkamagaluru,Chikkamagaluru,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Realme,,0,1,6,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,0,72.4902777777778,36.0430555555556,1,1,1,1,1,0,0,0,0,0,0,0,0,0,User_2011,1960-06-20,"1207 Elm Street, City_7",UK,ID001207,2012-09-27,ACC00001207,ACC00017380,Savings,172.16.0.3,11.336808,54.84588,Brazil,Salary,INV000223,Education,1,64,0,Clean,0,INR,1
225,900,14-09-2023 10:11,Retail,1031,Snapdeal,2720806522425268,272080,MasterCard,Black,Prepaid,+91 7891231233,Dharwad,Dharwad,Dharwadangalore,donnaPaulson@gmail.com,wallet@uber.com,Mobile,Samsung,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,3,0,39.9986111111111,39.9986111111111,39.9986111111111,39.9986111111111,3.95555555555556,2,1,2,12,2,0,0,0,0,0,0,0,0,0,User_1031,1970-02-18,"3266 Elm Street, City_6",India,ID003266,2015-05-17,ACC00003266,ACC00015161,Savings,192.168.1.1,-7.754055,-47.729077,Brazil,Loan Repayment,INV000224,Retail,1,6,0,Clean,0,INR,1
226,10000,19-10-2023 11:00,Services,1032,Hotstar,2348972093729702,234897,MasterCard,Silver,Credit,+91 7891221233,Bidar,Bidar,Bidar,Stryker@gmail.com,wallet@uber.com,Mobile,Redmi,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,233.510416666667,35.0340277777778,35.0340277777778,4,2,2,2,1,0,0,0,0,0,0,1,0,1,User_1032,1981-03-30,"7170 Elm Street, City_0",India,ID007170,2012-07-09,ACC00007170,ACC00015196,Business,172.16.0.3,-78.725197,42.573439,India,Loan Repayment,INV000225,Finance,1,46,0,Clean,0,INR,1
227,900000,20-10-2023 12:10,Services,1032,Hotstar,2348972093729702,234897,MasterCard,Silver,Credit,+91 7891221233,Bidar,Bidar,Bidar,Stryker@gmail.com,wallet@uber.com,Mobile,Redmi,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,3,0,1.04861111111111,1.04861111111111,1.04861111111111,1.04861111111111,1.04861111111111,4,2,2,2,1,0,0,0,0,0,0,1,0,1,User_1032,1966-11-21,"7170 Elm Street, City_0",Singapore,ID007170,2017-06-24,ACC00007170,ACC00014382,Business,172.16.0.3,-11.582351,-129.95398,Germany,Salary,INV000226,Education,1,32,0,Clean,0,INR,1
228,90000,20-11-2023 19:30,Miscellaneous,1001,PokerBaazi,2348972093729702,234897,MasterCard,Silver,Credit,+91 7891221233,Bidar,Bidar,Bidar,Stryker@gmail.com,wallet@uber.com,Mobile,Redmi,0,2,1,0,0,1,1,1,1,0,1,0,1,0,0,3,0,309.965972222222,31.3055555555556,31.3055555555556,31.3055555555556,31.3055555555556,4,2,1,10,3,1,0,0,0,0,0,0,1,1,User_1001,1962-05-02,"5687 Elm Street, City_7",India,ID005687,2018-12-27,ACC00005687,ACC00013229,Current,192.168.1.1,42.441661,121.0063,UK,Gift,INV000227,Finance,1,45,0,Clean,1,USD,67.88
229,50000,29-11-2023 00:30,Miscellaneous,1010,PokerBaazi,2348972093729702,234897,MasterCard,Silver,Credit,+91 7891221233,Bidar,Bidar,Bidar,Stryker@gmail.com,wallet@uber.com,Mobile,Redmi,0,3,2,2,0,0,1,1,0,0,0,0,1,0,0,3,0,271.671527777778,8.20833333333333,8.20833333333333,8.20833333333333,8.20833333333333,4,2,1,10,5,0,0,0,0,0,0,0,1,1,User_1010,1990-11-13,"6243 Elm Street, City_3",UK,ID006243,2013-05-31,ACC00006243,ACC00014888,Business,192.168.1.1,46.3349,172.773275,Brazil,Salary,INV000228,Retail,1,67,0,Clean,0,INR,1
230,100,17-12-2023 00:10,Consumable,1010,JioMart,4298564967427244,429856,Visa,Plantinum,Debit,+91 7891789233,Tumakuru,Tumakuru,Tumakuru,lionmessi@gmail.com,wallet@uber.com,Desktop,Windows,0,3,2,6,0,1,1,1,0,0,0,0,0,1,0,1,0,17.9861111111111,0,287.493055555556,17.9861111111111,198.047916666667,3,3,3,3,5,0,0,0,0,0,0,0,0,0,User_1010,1981-06-09,"6243 Elm Street, City_3",India,ID006243,2012-06-22,ACC00006243,ACC00015092,Business,10.0.0.2,34.657452,13.36276,Brazil,Salary,INV000229,Healthcare,1,39,0,Clean,0,INR,1
231,10,22-12-2023 19:10,Consumable,1010,Practo,4298564967427244,429856,Visa,Plantinum,Debit,+91 7891789233,Tumakuru,Tumakuru,Tumakuru,lionmessi@gmail.com,wallet@uber.com,Desktop,Windows,0,2,1,4,0,1,1,1,0,0,1,0,0,0,0,2,0,5.79166666666667,5.79166666666667,5.79166666666667,5.79166666666667,5.79166666666667,3,3,3,3,5,1,0,0,0,0,0,0,0,1,User_1010,1982-07-28,"6243 Elm Street, City_3",USA,ID006243,2010-11-26,ACC00006243,ACC00014599,Business,10.0.0.2,-81.016018,47.911662,USA,Investment,INV000230,Education,1,94,0,Clean,0,INR,1
232,1000,01-01-2024 19:00,Consumable,1400,BigBasket,372296936171051,372296,Amex,Silver,Prepaid,+91 9102349199,Davanagere,Davanagere,Davanagere,ram.dasilva@lmail.com,bookings@makemytrip.com,Desktop,Linux,489.04,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,301.822916666667,113.322916666667,9.99305555555556,1,1,2,2,1,0,0,0,0,0,0,0,0,0,User_400,1974-08-03,"9988 Elm Street, City_8",UAE,ID009988,2012-10-07,ACC00009988,ACC00015095,Business,10.0.0.2,74.550341,72.31262,India,Gift,INV000231,Travel,1,81,0,Clean,0,INR,1
233,900,01-01-2024 19:10,Consumable,1400,BigBasket,372296936171051,372296,Amex,Silver,Prepaid,+91 9102349199,Davanagere,Chikkaballapur,Davanagere,ram.dasilva@lmail.com,bookings@makemytrip.com,Desktop,Linux,,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.006944444444444,0.006944444444444,0,0.006944444444444,0.006944444444444,1,1,2,2,1,0,1,0,0,0,0,0,0,1,User_400,1979-10-02,"9988 Elm Street, City_8",India,ID009988,2011-04-14,ACC00009988,ACC00014059,Business,172.16.0.3,73.5548,43.295098,Germany,Purchase,INV000232,Travel,1,63,0,Clean,0,INR,1
234,491.23,05-01-2024 22:40,Wallet,1038,Swiggy Instamart,4909852741974366,490985,Visa,Gold,Prepaid,+91 9295797786,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada,aevans@example.net,brittanyevans@example.com,Desktop,Samsung,0,3,0,4,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,0,0,4.14583333333333,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1038,1970-11-28,"5391 Elm Street, City_1",India,ID005391,2013-07-13,ACC00005391,ACC00017869,Savings,192.168.1.1,-12.419625,60.426971,UK,Loan Repayment,INV000233,Travel,1,100,0,Watchlist,0,INR,1
235,6397.44,05-01-2024 23:14,Household,1038,IKEA,4909852741974366,490985,Visa,Gold,Prepaid,+91 9295797786,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada,aevans@example.net,bennettalan@example.net,Desktop,Samsung,0,3,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0.023611111111111,0.023611111111111,0.023611111111111,0,0.023611111111111,3,3,3,3,1,0,0,0,1,0,0,0,0,1,User_U1038,1994-11-16,"5391 Elm Street, City_1",USA,ID005391,2018-04-10,ACC00005391,ACC00013003,Savings,10.0.0.2,-9.447167,20.8233,USA,Investment,INV000234,Finance,1,84,0,Clean,1,SGD,67.98
236,2947.38,05-01-2024 23:17,Services,1038,Unacademy,4909852741974366,490985,Visa,Gold,Prepaid,+91 9295797786,Dakshina Kannada,Dakshina Kannada,Dakshina Kannada,aevans@example.net,wrightcynthia@example.net,Desktop,Samsung,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0.002083333333333,0.002083333333333,0.002083333333333,0,0.002083333333333,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1038,1968-09-13,"5391 Elm Street, City_1",UAE,ID005391,2015-09-14,ACC00005391,ACC00019691,Business,10.0.0.2,51.506423,-57.416787,India,Salary,INV000235,Retail,1,78,0,Clean,0,INR,1
237,649.7,08-01-2024 23:05,Wallet,1015,Zomato,6272852327566763,627285,Rupay,Platinum,Debit,+91 7551678562,Raichur,Raichur,Raichur,amymccarty@example.org,valeriemorales@example.net,Mobile,Motorola,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,273.659722222222,0,40.9409722222222,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1015,1997-01-31,"6414 Elm Street, City_4",UAE,ID006414,2011-12-02,ACC00006414,ACC00014775,Current,192.168.1.1,-24.255891,60.008931,USA,Loan Repayment,INV000236,Healthcare,1,58,0,Watchlist,0,INR,1
238,957.51,08-01-2024 23:08,Services,1015,Audable,6272852327566763,627285,Rupay,Platinum,Debit,+91 6176857572,Raichur,Raichur,Raichur,amymccarty@example.org,bairdemma@example.net,Mobile,Motorola,,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.002083333333333,0.002083333333333,0.002083333333333,0,0.002083333333333,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1015,1968-08-04,"6414 Elm Street, City_4",India,ID006414,2012-12-10,ACC00006414,ACC00013640,Current,10.0.0.2,21.596697,99.430462,UK,Gift,INV000237,Travel,1,2,0,Clean,0,INR,1
239,3898.2,08-01-2024 23:17,Consumable,1015,Netmeds,6272852327566763,627285,Rupay,Platinum,Debit,+91 6027588513,Raichur,Raichur,Raichur,amymccarty@example.org,nstewart@example.org,Mobile,Motorola,0,3,1,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0.00625,0.00625,0.00625,0,0.00625,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1015,1997-12-13,"6414 Elm Street, City_4",USA,ID006414,2017-05-20,ACC00006414,ACC00018300,Business,172.16.0.3,40.882776,110.293529,UK,Gift,INV000238,Finance,1,2,1,Clean,0,INR,1
240,7000,13-01-2024 11:11,Services,1300,Hotstar,5110928171097320,511092,Mastercard,Silver,Credit,+91 7998342188,Shivamogga,Shivamogga,Shivamogga,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Redmi,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,0,11.6673611111111,4.49583333333333,2,2,1,1,1,0,0,0,0,0,0,0,0,0,User_300,1996-09-10,"8242 Elm Street, City_2",Singapore,ID008242,2010-05-05,ACC00008242,ACC00017456,Savings,172.16.0.3,-27.661727,73.056802,USA,Purchase,INV000239,Finance,1,90,0,Clean,0,INR,1
241,3667.34,14-01-2024 21:24,Retail,1034,Ajio,6090614352125030,609061,Rupay,Platinum,Prepaid,+91 9826723747,Kalaburagi,Kalaburagi,Kalaburagi,moodyryan@example.com,crawfordmichelle@example.com,Desktop,Pixel,0,2,3,6,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,242.009722222222,0,8.92152777777778,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1034,1997-07-02,"6193 Elm Street, City_3",UK,ID006193,2017-06-05,ACC00006193,ACC00016883,Current,10.0.0.2,-19.414408,68.167675,UK,Gift,INV000240,Finance,1,87,0,Clean,0,INR,1
242,22004.04,14-01-2024 21:27,Wallet,1034,Google Play,6090614352125030,609061,Rupay,Platinum,Prepaid,+91 9826723747,Kalaburagi,Kalaburagi,Kalaburagi,moodyryan@example.com,christian11@example.com,Desktop,Pixel,0,2,3,6,0,0,0,0,1,0,0,0,1,0,0,3,0,0.002083333333333,0.002083333333333,0.002083333333333,0,0.002083333333333,3,3,3,3,1,0,0,0,1,0,0,0,0,1,User_U1034,1970-01-22,"6193 Elm Street, City_3",USA,ID006193,2018-03-14,ACC00006193,ACC00010356,Savings,192.168.1.1,84.205176,148.939095,Brazil,Investment,INV000241,Education,1,54,0,Watchlist,0,INR,1
243,1662.8,14-01-2024 22:31,Miscellaneous,1034,Decathlon,6090614352125030,609061,Rupay,Platinum,Prepaid,+91 9826723747,Kalaburagi,Kalaburagi,Kalaburagi,moodyryan@example.com,reedgregory@example.org,Desktop,Pixel,511.6,3,0,6,0,1,1,0,0,0,1,0,1,0,0,3,0,0.044444444444444,0.044444444444444,0.044444444444444,0,0.044444444444444,3,3,3,3,1,1,0,0,0,0,0,0,0,1,User_U1034,1971-04-04,"6193 Elm Street, City_3",UK,ID006193,2015-06-01,ACC00006193,ACC00018508,Savings,172.16.0.3,80.00312,153.02429,USA,Loan Repayment,INV000242,Travel,1,67,0,Clean,0,INR,1
244,1000,21-01-2024 12:20,Household,1100,PepperFry,4032033603253746,403203,Visa,Black,Debit,+91 8891476581,Mandya,Mandya,Mandya,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Samsung,0,0,2,6,0,0,1,0,0,0,0,0,1,0,0,3,0,,0,315.548611111111,8.04791666666667,8.04791666666667,1,2,2,2,2,0,0,0,0,0,0,0,0,0,User_100,1966-04-23,"9093 Elm Street, City_3",UK,ID009093,2018-09-26,ACC00009093,ACC00011821,Current,10.0.0.2,-38.765389,116.232224,Brazil,Gift,INV000243,Travel,1,1,0,Clean,0,INR,1
245,100,21-01-2024 12:21,Household,1100,PepperFry,4032033602253746,403203,Visa,Black,Debit,+91 8891476581,Mandya,Gadag,Mandya,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Samsung,0,0,2,6,0,1,1,1,0,0,0,0,1,0,1,2,0,0.000694444444444,0,0,0.000694444444444,0.000694444444444,1,1,2,2,2,0,1,0,0,0,0,0,0,1,User_100,1990-12-17,"9093 Elm Street, City_3",UAE,ID009093,2019-09-28,ACC00009093,ACC00018480,Current,192.168.1.1,60.716992,145.540747,India,Salary,INV000244,Healthcare,1,50,0,Clean,0,INR,1
246,10000,01-02-2024 01:11,Wallet,1450,Zomato,4032031784930504,403203,Visa,Platinum,Credit,+91 7887313372,Raichur,Raichur,Raichur,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Samsung,0,3,3,3,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,23.0791666666667,10.5347222222222,10.5347222222222,1,1,2,2,1,0,0,0,0,0,0,0,0,0,User_450,1995-12-25,"2375 Elm Street, City_5",India,ID002375,2013-12-25,ACC00002375,ACC00012881,Business,192.168.1.1,14.679826,-60.960017,India,Purchase,INV000245,Retail,1,9,0,Watchlist,0,INR,1
247,500,01-02-2024 01:30,Wallet,1450,Zomato,4032031784930504,403203,Visa,Platinum,Credit,+91 7887313372,Raichur,Tumakuru,Raichur,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Samsung,0,3,3,3,0,1,1,1,0,0,0,0,1,0,1,2,0,0.013194444444444,0.013194444444444,0,0.013194444444444,0.013194444444444,1,1,2,2,1,0,1,0,0,0,0,0,0,1,User_450,1989-10-04,"2375 Elm Street, City_5",UK,ID002375,2016-12-18,ACC00002375,ACC00016888,Current,172.16.0.3,-12.74678,-28.77562,USA,Investment,INV000246,Finance,1,90,0,Clean,0,INR,1
248,4048.55,02-02-2024 23:44,Retail,1010,Nykaa,6097670172009925,609767,Rupay,Black,Debit,+91 9543435375,Belagavi,Belagavi,Belagavi,gwhite@example.com,carlsonholly@example.com,Desktop,Pixel,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,286.011111111111,0,19.0506944444445,2,2,3,3,1,0,0,0,0,0,0,0,0,0,User_U1010,1983-01-09,"8207 Elm Street, City_7",India,ID008207,2012-09-15,ACC00008207,ACC00010089,Business,10.0.0.2,-77.114514,-172.434713,India,Loan Repayment,INV000247,Healthcare,1,60,0,Blacklisted,0,INR,1
249,24291.3,03-02-2024 00:24,Wallet,1010,Uber,6660223450076279,666022,Rupay,Gold,Credit,+91 9543435375,Belagavi,Belagavi,Belagavi,gwhite@example.com,jorgestrong@example.com,Desktop,Pixel,0,3,2,5,0,0,1,0,1,0,0,0,1,0,0,3,0,0.027777777777778,0,0.027777777777778,0,0.027777777777778,1,1,3,3,1,0,0,0,1,0,0,0,0,1,User_U1010,1994-05-13,"8207 Elm Street, City_7",India,ID008207,2011-11-10,ACC00008207,ACC00010562,Savings,192.168.1.1,-65.319658,84.148538,Brazil,Salary,INV000248,Education,1,88,0,Clean,0,INR,1
250,297.86,03-02-2024 00:55,Miscellaneous,1010,Tata 1mg,6097670172009925,609767,Rupay,Black,Debit,+91 7300537029,Belagavi,Belagavi,Belagavi,gwhite@example.com,heidiharris@example.org,Desktop,Pixel,0,3,2,5,0,1,1,1,0,0,0,0,1,0,0,3,0,0.021527777777778,0.049305555555556,0.021527777777778,0,0.021527777777778,2,2,3,3,1,0,0,0,0,0,0,0,0,0,User_U1010,1988-03-22,"8207 Elm Street, City_7",UAE,ID008207,2018-10-24,ACC00008207,ACC00016556,Current,192.168.1.1,42.905454,-146.37263,India,Salary,INV000249,Retail,0,71,0,Clean,0,INR,1
251,1700,11-02-2024 19:25,Wallet,1451,Zomato,3566895232193253,356689,Rupay,Debit,Prepaid,+91 9822120982,Yadgir,Yadgir,Yadgir,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Redmi,0,2,1,6,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,0,10.7465277777778,10.7465277777778,1,1,2,2,1,0,0,0,0,0,0,0,0,0,User_451,1980-04-28,"4956 Elm Street, City_6",UK,ID004956,2011-03-20,ACC00004956,ACC00010871,Savings,192.168.1.1,-50.227648,106.576307,India,Salary,INV000250,Retail,1,100,0,Clean,0,INR,1
252,700,11-02-2024 19:50,Wallet,1451,Zomato,3566895232193253,356689,Rupay,Debit,Prepaid,+91 9822120982,Yadgir,Kalaburagi,Yadgir,ram.dasilva@lmail.com,bookings@makemytrip.com,Mobile,Redmi,97.84,2,1,6,0,0,0,0,0,0,0,0,1,0,1,2,0,0.017361111111111,0.017361111111111,0,0.017361111111111,0.017361111111111,1,1,2,2,1,0,1,0,0,0,0,0,0,1,User_451,1979-12-13,"4956 Elm Street, City_6",UK,ID004956,2015-10-27,ACC00004956,ACC00015010,Savings,10.0.0.2,-71.805334,170.903939,UK,Investment,INV000251,Finance,1,100,0,Clean,0,INR,1
253,1000,11-02-2024 20:00,Wallet,1421,Uber,4032034927803141,403203,Mastercard,Silver,Credit,+91 8199223101,Kolar,Kolar,Kolar,ram.dasilva@lmail.com,bookings@makemytrip.com,Desktop,Windows,97.84,2,2,6,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,345.020833333333,0.006944444444444,8.79513888888889,1,1,2,2,1,0,0,0,0,0,0,0,0,0,User_421,1960-09-26,"8896 Elm Street, City_6",UK,ID008896,2017-05-07,ACC00008896,ACC00017059,Business,172.16.0.3,-69.190348,-162.054628,UK,Salary,INV000252,Finance,1,26,0,Clean,0,INR,1
254,900,11-02-2024 20:22,Wallet,1421,Uber,4032034927803141,403203,Mastercard,Silver,Credit,+91 8199223101,Kolar,Dakshina Kannada,Kolar,ram.dasilva@lmail.com,bookings@makemytrip.com,Desktop,Windows,0,2,2,6,0,0,0,0,0,0,0,0,1,0,1,2,0,0.015277777777778,0.015277777777778,0,0.015277777777778,0.015277777777778,1,1,2,2,1,0,1,0,0,0,0,0,0,1,User_421,1999-08-15,"8896 Elm Street, City_6",UAE,ID008896,2017-12-14,ACC00008896,ACC00010717,Current,172.16.0.3,-71.109958,-137.378231,USA,Gift,INV000253,Finance,1,65,0,Clean,0,INR,1
255,4520.46,12-02-2024 22:16,Retail,1011,Myntra,3007408993318868,300740,American Express,Silver,Debit,+91 7531386947,Tumakuru,Tumakuru,Tumakuru,meganpeterson@example.com,deborah64@example.org,Desktop,Samsung,,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,52.1291666666667,0,1.07916666666667,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1011,1992-04-11,"8951 Elm Street, City_1",UK,ID008951,2018-12-25,ACC00008951,ACC00015497,Savings,172.16.0.3,-5.195901,99.847212,India,Gift,INV000254,Finance,1,46,0,Clean,0,INR,1
256,163.47,12-02-2024 23:01,Wallet,1011,Amazon,3007408993318868,300740,American Express,Silver,Debit,+91 7531386947,Tumakuru,Tumakuru,Tumakuru,meganpeterson@example.com,carlsonscott@example.org,Desktop,Samsung,0,3,1,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0.03125,0.03125,0.03125,0,0.03125,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1011,1969-10-12,"8951 Elm Street, City_1",Singapore,ID008951,2011-03-16,ACC00008951,ACC00018260,Business,172.16.0.3,44.785396,-95.189093,Brazil,Salary,INV000255,Education,1,62,0,Clean,0,INR,1
257,980.82,12-02-2024 23:24,Consumable,1011,Blinkit,3007408993318868,300740,American Express,Silver,Debit,+91 7531386947,Tumakuru,Tumakuru,Tumakuru,meganpeterson@example.com,ruizrobert@example.net,Desktop,Samsung,392.01,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.015972222222222,0.015972222222222,0.015972222222222,0,0.015972222222222,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1011,1974-08-23,"8951 Elm Street, City_1",Singapore,ID008951,2010-07-17,ACC00008951,ACC00010522,Current,10.0.0.2,24.352263,132.370155,USA,Gift,INV000256,Healthcare,1,57,0,Clean,1,USD,75.21
258,852,16-02-2024 23:03,Wallet,1007,Google Play,5022455515900422,502245,Mastercard,Black,Credit,+91 6892683641,Dharwad,Dharwad,Dharwad,criley@example.com,dave35@example.org,Mobile,Oppo,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,155.536111111111,0,5.13402777777778,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1007,1970-06-03,"1763 Elm Street, City_3",UK,ID001763,2014-07-04,ACC00001763,ACC00018504,Business,192.168.1.1,-49.639905,-149.223668,UK,Gift,INV000257,Travel,1,61,0,Clean,0,INR,1
259,186.2,16-02-2024 23:15,Consumable,1007,Swiggy Instamart,5022455515900422,502245,Mastercard,Black,Credit,+91 6892683641,Dharwad,Dharwad,Dharwad,criley@example.com,christopher91@example.com,Mobile,Oppo,358.97,3,1,4,0,0,1,0,0,0,0,0,1,0,0,3,0,0.008333333333333,0.008333333333333,0.008333333333333,0,0.008333333333333,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1007,1998-07-22,"1763 Elm Street, City_3",USA,ID001763,2013-07-11,ACC00001763,ACC00019924,Current,172.16.0.3,-78.754809,92.694269,Germany,Investment,INV000258,Healthcare,1,58,0,Watchlist,1,SGD,86.95
260,1117.2,16-02-2024 23:19,Services,1007,Amazon Prime,5022455515900422,502245,Mastercard,Black,Credit,+91 7613099182,Dharwad,Dharwad,Dharwad,criley@example.com,megan30@example.net,Mobile,Oppo,0,3,1,4,1,0,0,0,0,0,0,0,1,0,0,3,0,0.002777777777778,0.002777777777778,0.002777777777778,0,0.002777777777778,3,3,3,3,1,0,0,0,0,0,0,0,0,0,User_U1007,1963-08-17,"1763 Elm Street, City_3",UK,ID001763,2010-12-19,ACC00001763,ACC00010852,Business,172.16.0.3,-34.452539,177.56323,UK,Gift,INV000259,Travel,1,88,0,Clean,0,INR,1
