user_id,monthly_salary,avg_monthly_balance,existing_emi,emi_to_income_ratio,credit_score,delayed_payments,avg_daily_transactions,bounced_transactions,nach_failures,age,PAN,Aadhaar
user_293,115731,88191.62,41730,36.06,722,2,6.45,0,1,41,PSJAF1299T,826615706221
user_294,128932,114359.23,713,0.55,473,2,6.59,0,0,49,FLKMA0121T,938853837916
user_295,92635,177882.96,16906,18.25,649,0,14.24,0,0,60,FLEAD6311J,762578774744
user_296,112564,168667.52,30471,27.07,402,0,6.52,1,0,24,IXWEA2909A,690894416594
user_297,89984,173924.8,13895,15.44,303,1,11.6,1,0,59,HFPQI7208H,329734469242
user_298,103459,85021.11,26257,25.38,329,3,3.39,0,0,25,VNQRW5606Q,734991080830
user_299,117458,68740.82,5705,4.86,421,1,3.17,2,0,24,WTCRE2553O,024414808077
user_300,140829,133075.46,10575,7.51,769,0,10.43,0,0,50,SQSOS6485T,927013450196
user_301,91904,120865.29,25253,27.48,314,0,8.4,0,0,41,MRGGZ7406B,526541423453
user_302,97128,122951.3,35230,36.27,531,2,13.57,0,1,60,VPWLQ7950X,387965796213
user_303,118540,75676.77,16238,13.7,719,1,11.71,0,0,21,EVLSH7046L,783494946498
user_304,127242,172154.92,20420,16.05,599,2,10.17,2,0,57,GCXVH9152N,133409732837
user_305,95080,134528.49,26484,27.85,339,1,7.24,1,0,40,PHWIB1609W,722807277701
user_306,84720,165812.05,27826,32.84,509,5,9.47,2,0,21,STTDE9901Q,085165982096
user_307,64581,66460.01,11092,17.18,403,4,4.08,1,0,31,XRZDS9353F,954661705119
user_308,28416,36366.33,7186,25.29,562,0,12.6,0,0,27,WNPTS5529I,216538562235
user_309,53811,75640.72,12776,23.74,813,2,4.37,0,0,54,NFRZD1103W,347971764125
user_310,62444,85878.7,17239,27.61,694,1,9.89,0,0,51,LHWNF6972S,844602902131
user_311,65309,33842.68,6891,10.55,485,4,4.23,0,0,51,SQJXF1974E,252010180636
user_312,53119,78363.93,14836,27.93,785,0,10.12,0,0,26,ZPSBY2763X,649739234578
user_313,37922,60306.95,9271,24.45,784,2,9.2,0,0,53,WIWAI6508X,085672520264
user_314,125976,167893.46,45756,36.32,725,0,3.0,0,0,27,LJREF5220Z,588699129808
user_315,135833,150574.12,29494,21.71,519,1,10.85,2,0,31,QSVMQ2454V,148496758393
user_316,126958,88032.61,21345,16.81,340,2,3.76,0,0,52,TVLGX8388J,311885196373
user_317,132345,133402.2,37570,28.39,615,2,3.37,0,0,57,HNOWN5539N,932361529120
user_318,48338,94452.32,9986,20.66,650,2,8.66,0,0,60,SMYND7415Q,211153655205
user_319,117994,187543.41,31392,26.6,789,0,3.13,0,0,59,TAOHI1590Q,572983081593
user_320,146982,88631.62,42364,28.82,448,2,4.04,0,0,60,JNSOO7426Z,639328568132
user_321,28915,53054.25,10694,36.98,556,3,12.43,2,0,55,RLUXL9271V,663943612350
user_322,131350,177186.64,49999,38.07,600,1,14.95,0,1,55,SBUET6236B,853084875259
user_323,44123,38328.88,17217,39.02,515,2,7.53,1,1,23,LATQO8001I,684411420799
user_324,20443,34070.04,695,3.4,400,3,13.24,1,0,57,XHGWN1866A,702667819152
user_325,63089,106077.35,12883,20.42,489,4,9.05,0,0,42,PNPNZ6928B,702412249701
user_326,49437,58765.65,624,1.26,540,1,14.53,2,0,54,SENPO2431R,161371930978
user_327,136257,228216.83,10207,7.49,548,0,5.63,1,0,48,VDUWA0918D,196164436293
user_328,110040,129232.36,35029,31.83,390,3,11.39,0,0,51,MNRFP7169Q,557917992336
user_329,66787,98254.69,22573,33.8,400,3,10.36,1,0,60,VOWOE8104H,329016230522
user_330,80397,78045.32,4092,5.09,738,0,9.35,0,0,27,ZDBBC1308Q,473265213671
user_331,59407,76074.74,17718,29.82,811,0,7.41,0,0,29,KPXIL9295Q,504317528195
user_332,149900,83909.74,30722,20.49,333,4,14.59,2,0,54,ONALL3214J,665233681545
user_333,58091,49520.37,20021,34.46,649,1,11.05,0,0,25,HWAJC2818L,544507057695
user_334,80273,82097.16,9997,12.45,674,1,3.76,0,0,51,NMKYX2906Q,757050358103
user_335,67367,51162.38,8497,12.61,663,0,4.96,0,0,27,TLRSC2588U,094119427936
user_336,97197,188703.11,8832,9.09,839,0,13.14,0,0,54,BMZVA5726W,474340017051
user_337,27986,27393.5,10291,36.77,382,1,8.87,2,0,39,TBQYH1191O,531103748441
user_338,109922,94171.4,32812,29.85,749,0,9.8,0,0,42,EAHKI1497K,021507209776
user_339,100821,189840.93,39673,39.35,608,2,9.53,0,1,53,BEJIQ9617F,293479658660
user_340,66195,123836.71,11034,16.67,541,4,11.32,0,0,51,HULFD4108X,613152074197
user_341,21011,29928.4,1174,5.59,843,1,8.23,0,0,57,ZLQSZ3373N,230887716484
user_342,118521,75758.15,4816,4.06,621,0,14.55,0,0,48,DQANI1887R,074935808387
user_343,126169,242177.25,2178,1.73,522,0,7.41,0,0,38,QVCNI2891R,754543388911
user_344,36592,37143.05,11108,30.36,311,4,13.16,2,0,55,THHMJ3842P,958788857948
user_345,93183,123167.12,23780,25.52,849,0,7.87,0,0,42,QXNEQ7200R,428125046515
user_346,114615,83936.26,24410,21.3,624,0,11.93,0,0,54,ELNRT6085C,123265238563
user_347,72638,139321.18,2733,3.76,618,2,12.14,0,0,55,EGDZO0355D,075020070650
user_348,98355,115414.11,16220,16.49,659,2,10.55,0,0,38,PVPPF7834K,235226301481
user_349,93815,170009.73,8418,8.97,812,0,14.08,0,0,25,GSBLP9276W,044981785216
user_350,97360,89983.83,9522,9.78,582,3,4.48,2,0,38,XQDIC7866E,352115213754
user_351,120945,138548.65,16352,13.52,409,4,9.27,1,0,42,TRLNQ7440P,703615854683
user_352,106352,180794.22,36158,34.0,308,4,13.33,2,0,32,HOAER8988A,569541945570
user_353,33396,38928.51,8982,26.9,339,5,11.48,2,0,32,AUDTB2454I,726724366005
user_354,91954,151362.35,1843,2.0,775,0,8.96,0,0,32,JJQDX6704P,445738861561
user_355,42459,44342.81,8955,21.09,470,1,13.19,1,0,52,WPAMM7798Y,543713007708
user_356,133209,166894.77,26894,20.19,625,1,14.42,0,0,49,ZIMRE8178Q,343049548285
user_357,88787,58762.98,18048,20.33,405,4,6.51,2,0,53,HXJGJ4954K,579035309092
user_358,64814,72780.13,22651,34.95,340,1,8.05,1,0,22,WZIGL0663Q,730494936485
user_359,106006,141385.41,33053,31.18,429,3,4.0,0,0,52,AEGUX6586H,033073094981
user_360,48303,61652.77,15155,31.37,459,3,12.44,0,0,39,JLXNH1933T,101918550204
user_361,140842,110086.11,21442,15.22,484,1,6.49,1,0,42,UPVOH2172G,140205830546
user_362,26353,31313.7,7663,29.08,340,1,14.23,2,0,35,SAIYR2320I,013998168350
user_363,95933,66053.02,20313,21.17,750,0,7.25,0,0,29,MTSYT9797A,787773566357
user_364,85799,116228.17,31910,37.19,359,1,7.64,0,0,54,KFGER5112K,841593153335
user_365,38389,43941.73,6626,17.26,507,1,11.54,1,0,33,LCVOR3143C,594691642786
user_366,48585,24714.8,16031,33.0,568,5,9.85,0,0,25,WYHDG9937I,507667962870
user_367,123941,118356.98,4686,3.78,454,5,11.5,1,0,35,CFMWI3332R,647922272283
user_368,143608,157164.65,52295,36.42,775,0,3.05,0,0,34,DTYOF4649D,191170086180
user_369,68717,79121.48,12295,17.89,345,1,12.41,2,0,32,MUDXE9097Y,735512224942
user_370,23077,24515.96,8892,38.53,801,2,8.3,0,1,31,VUMTP8677W,104748559350
user_371,72946,141409.63,28443,38.99,708,0,8.79,0,0,45,JRHST0992A,371604981032
user_372,63347,114885.04,569,0.9,804,0,12.65,0,0,56,XWKSD3672J,850769323004
user_373,108876,134153.39,41723,38.32,803,2,7.8,0,0,39,ZLPGJ0299J,408885947347
user_374,36535,39366.19,421,1.15,398,1,8.62,0,0,28,CPQJT9262W,822008824799
user_375,110171,89219.61,14201,12.89,778,0,6.53,0,0,53,WLZRJ7282X,975398373403
user_376,27590,48166.93,2370,8.59,636,2,14.57,0,0,25,LFOVB3803E,594543680017
user_377,115001,187141.87,15419,13.41,712,0,4.14,0,0,51,LCDKG8273P,574681533130
user_378,89630,128674.09,6063,6.76,604,0,8.29,0,0,49,FLJGX2862O,032548841130
user_379,117328,208773.76,42862,36.53,809,2,4.87,0,0,29,ZETGQ2595J,395423323405
user_380,31708,40050.71,3288,10.37,378,3,3.24,1,0,31,BNYOM8096E,244557231150
user_381,90492,135063.71,27493,30.38,605,1,6.98,0,0,52,WCGMC8351Y,005050646499
user_382,124692,107415.87,12899,10.34,784,1,11.9,0,0,49,ZUDKJ9523I,116602928071
user_383,59303,74744.06,18660,31.47,433,3,14.35,0,0,30,RJGHY1536B,550869032255
user_384,110994,124930.61,16015,14.43,486,1,9.77,1,0,23,JVYRG6288M,776366199875
user_385,128272,154243.12,32367,25.23,775,1,12.09,0,0,55,ANFAP5036W,381319943887
user_386,81025,92243.1,25452,31.41,779,2,14.42,0,0,46,GFAQM7798X,802941140653
user_387,96476,152926.21,2779,2.88,508,5,10.22,1,0,30,WFLWL0749S,693574082105
user_388,83747,90365.38,22549,26.93,392,0,11.99,0,0,57,KASML5419W,695123558248
user_389,55423,98476.46,18603,33.57,394,1,5.23,1,0,46,XYETY1822O,288084666852
user_390,135760,122882.53,12010,8.85,400,3,3.2,2,0,36,JCVGG8002G,002464410578
user_391,94044,102205.28,6905,7.34,580,1,7.16,1,0,30,RKYMA2631K,925628061148
user_392,92338,178528.9,18015,19.51,380,5,7.58,0,0,34,FOPGD8798S,477856250527
user_393,104997,75931.71,8666,8.25,375,4,4.79,0,0,59,VHTRO6522F,328720911713
user_394,68730,44612.5,13950,20.3,665,2,4.05,0,0,40,LUEII6905F,670402147648
user_395,60062,41283.89,14224,23.68,543,4,5.6,1,0,43,LOFOW4181K,312839793387
user_396,119933,237505.48,42731,35.63,337,4,11.59,1,1,41,BISAA2952D,200542284517
user_397,66617,42248.74,1726,2.59,797,1,8.86,0,0,45,ZQVFK1861O,428279407035
user_398,146121,283408.94,31927,21.85,396,5,4.26,0,0,53,YBFEC3965L,731879728062
user_399,40394,63216.87,14940,36.99,431,4,9.55,0,0,22,EVDYT4499B,056351281253
user_400,28152,17543.24,7789,27.67,366,1,11.67,2,0,56,XMOMM6582Z,373586419057
user_401,134916,88987.21,4259,3.16,440,2,3.21,0,0,40,ZTXZR0203X,241557351608
user_402,61147,68257.98,19310,31.58,681,0,4.59,0,0,32,JIVCM9159V,332827884972
user_403,68299,120159.98,6048,8.86,839,0,11.64,0,0,32,XDXBE0947R,810695547275
user_404,53600,84530.18,14204,26.5,331,3,12.5,0,0,42,ZTYPX0388H,739389518382
user_405,55472,85474.16,10306,18.58,528,1,11.52,0,0,41,HHLSN6964N,537198699688
user_406,57644,89482.58,1688,2.93,374,3,4.02,2,0,33,QFLOF2600P,310371198041
user_407,139673,134535.67,39245,28.1,778,1,8.59,0,0,56,XJTUG9180T,928188084850
user_408,91080,78501.48,18377,20.18,517,5,3.57,2,0,32,YCVMW0201O,855993193011
user_409,101998,188440.53,5216,5.11,508,1,7.51,1,0,45,SHAIH2982B,473768604374
user_410,73271,143805.79,12769,17.43,445,3,4.63,0,0,35,BUQNG0916G,948175872426
user_411,81807,96775.83,2713,3.32,337,0,3.67,1,0,60,GJGEI1182C,119976910355
user_412,122914,117073.92,44683,36.35,311,2,6.05,1,1,38,NQURN3604D,239488999815
user_413,45347,86969.39,13468,29.7,307,0,12.52,1,0,26,XEWLF1607S,164157203808
user_414,45407,68543.29,3942,8.68,377,1,13.37,0,0,24,BXMNS9505H,479897784061
user_415,113151,70969.53,14872,13.14,515,0,13.67,0,0,49,FYDXN7144A,260817182784
user_416,97246,94597.59,38845,39.95,323,1,10.21,2,0,59,RGCZC5535C,234773891568
user_417,78015,96537.79,18870,24.19,714,1,8.28,0,0,25,EVMJU5343V,851106594927
user_418,99914,165002.75,34279,34.31,380,4,9.94,2,0,40,OCVMO6086Z,798817797501
user_419,87953,64526.9,9153,10.41,672,1,6.08,0,0,60,NKZMU0176C,824826927458
user_420,106776,197047.12,13903,13.02,349,3,11.15,0,0,46,DYQWW8725B,135101240083
user_421,140510,279040.87,4474,3.18,844,2,7.81,0,0,50,IGGTF3655Y,870643924137
user_422,127715,191252.23,45894,35.93,645,1,10.19,0,0,24,EFWSY2361W,008960092723
user_423,140679,184243.59,30629,21.77,695,2,6.63,0,0,28,VZHAD4272C,892671285600
user_424,34214,65462.05,372,1.09,722,1,11.74,0,0,43,USLXV5880N,361656982503
user_425,43385,45844.27,13075,30.14,556,3,12.72,1,0,50,LEUNY8167A,216091300703
user_426,24964,20020.53,6552,26.25,696,0,14.04,0,0,41,WLICC7356M,146812613568
user_427,21229,30854.26,1752,8.25,596,3,9.54,0,0,51,SBYGR9884L,673690265521
user_428,118379,115154.58,4956,4.19,769,2,7.29,0,0,35,ZWHWI7470F,641971133053
user_429,105511,172716.64,13265,12.57,335,0,14.75,2,0,42,HMYAU0560W,730767328281
user_430,89073,126087.72,19605,22.01,629,1,12.29,0,0,27,BQYNW3876M,720703631960
user_431,72189,73580.83,11351,15.72,503,4,13.12,1,0,42,DAGFA5104Q,295359329348
user_432,138240,144267.14,29739,21.51,846,0,11.99,0,0,39,PGWED5105U,596099367730
user_433,43553,44955.01,11443,26.27,528,5,3.99,0,0,52,OQEZW6172S,559469649382
user_434,64321,88636.67,1984,3.08,375,4,8.67,0,0,31,AZXII2486U,153014092977
user_435,58541,95315.33,21231,36.27,433,5,3.73,0,0,57,GGHWC9388D,561797269515
user_436,42972,38349.12,9954,23.16,334,1,14.89,2,0,41,WERCO6116V,957934012374
user_437,136842,265780.25,37603,27.48,822,0,14.05,0,0,31,IQQXL8598M,593345059770
user_438,62767,73857.38,16785,26.74,736,1,10.9,0,0,25,KLLYK9635W,209707093436
user_439,134557,205032.47,26501,19.69,376,0,4.05,0,0,59,XNEZZ3899A,796731707282
user_440,135362,265562.08,1375,1.02,828,2,4.94,0,0,22,TNHTK8099D,099751301964
user_441,127947,153037.79,44126,34.49,589,0,13.83,2,0,31,WNLVY2382X,277052036576
user_442,85262,146513.34,2174,2.55,588,3,12.44,2,0,57,LHXNO4237M,841646886377
user_443,122883,221448.69,4587,3.73,477,3,14.12,1,0,33,SAZUT5614M,146466363805
user_444,113680,163759.51,4302,3.78,662,2,5.86,0,0,43,NTYCD4871S,061243130345
user_445,73868,58145.24,13017,17.62,332,1,7.89,2,0,45,GJHFD8168F,023585025420
user_446,121160,102021.67,43274,35.72,504,5,6.61,1,0,33,FGLVK2096G,529538182680
user_447,72736,134659.91,23727,32.62,505,5,13.72,2,0,28,KVOEJ3943Q,020491199076
user_448,55667,28686.4,653,1.17,603,2,5.1,0,0,48,UKJJT4054S,207880784765
user_449,68095,113918.22,14993,22.02,498,1,9.46,1,0,56,AYLLA0178P,762006282683
user_450,45856,76409.35,11444,24.96,575,5,7.99,0,0,40,LMQEM5531E,228329514692
user_451,145041,262624.04,49395,34.06,571,1,12.75,2,0,53,RIMCH2798D,177612541259
user_452,50421,98756.22,19934,39.54,396,3,7.66,1,0,43,BLPDZ8505F,593481657784
user_453,36640,31700.31,12434,33.94,326,2,14.97,1,0,42,BCSNX3942Y,524209317639
user_454,64121,110777.72,17167,26.77,678,0,9.12,0,0,55,BBBIA4859P,982993297263
user_455,123704,77583.35,3086,2.49,787,1,8.7,0,0,48,ECCUT8909Y,410780707746
user_456,123109,173741.88,47384,38.49,750,0,9.33,0,1,50,LUITE9084R,773973375771
user_457,136381,69722.4,33337,24.44,774,1,13.9,0,0,49,HJFCF2165Q,366025441075
user_458,103517,116721.34,31503,30.43,707,0,11.6,0,0,45,DYBBZ6898U,681000855411
user_459,38703,53898.15,8123,20.99,335,5,11.79,0,0,28,CQKLS9916C,532846141043
user_460,41654,60308.23,9526,22.87,768,1,13.75,0,0,38,PZPUX7551B,227665503580
user_461,54901,53256.4,13336,24.29,464,4,11.89,0,0,59,DXFCI1507B,861543387686
user_462,117110,140106.12,3696,3.16,640,1,3.16,0,0,52,SZFUD8677W,078842160173
user_463,97627,153710.99,9311,9.54,674,0,10.04,0,0,37,LLLEG8412E,363453764265
user_464,64183,127307.02,727,1.13,323,3,3.99,0,0,49,GQSOJ2585E,747332430239
user_465,68076,109542.25,15324,22.51,481,3,9.92,0,0,40,IMDLB2153X,345929766014
user_466,145298,203759.02,9031,6.22,539,2,9.13,0,0,41,IOYCL3281W,164385313295
user_467,119895,169025.27,47726,39.81,310,4,6.43,0,0,31,EOALE6656N,304759730082
user_468,51130,56984.89,3416,6.68,577,1,14.81,0,0,60,NAPZO1098Z,365830427003
user_469,88703,99488.93,14066,15.86,414,3,9.98,1,0,35,HMYDU6289C,910877728785
user_470,123758,197084.3,32252,26.06,639,2,7.37,0,0,21,FNYFC5169F,496942694980
user_471,145529,194599.98,36172,24.86,576,5,10.12,1,0,50,YLNOJ6765P,731869448269
user_472,75608,108350.97,1866,2.47,818,2,5.15,0,0,21,ZIGSA4101T,793268946910
user_473,61959,68382.67,2076,3.35,448,5,13.31,1,0,35,KMPWR8370L,745256352536
user_474,144643,197608.88,41469,28.67,680,1,3.56,0,0,34,OBEFY1228K,096355517036
user_475,36055,59534.32,2965,8.22,344,5,4.36,0,0,31,XTKDR8193U,936139495769
user_476,27988,24539.57,5001,17.87,628,0,12.13,0,0,56,PVVIE7125K,096634996979
user_477,76947,93088.71,8064,10.48,699,0,5.83,0,0,24,DNGAN4220J,416598680153
user_478,48707,58798.16,3547,7.28,378,5,9.95,0,0,27,JDFSQ8269A,027078286396
user_479,89924,118303.33,8977,9.98,301,4,9.64,0,0,50,UGPLB9905Q,091214869478
user_480,81554,143242.08,3276,4.02,602,1,6.51,0,0,56,APACW9802F,293026174213
user_481,126706,133385.55,45199,35.67,607,1,12.4,0,1,24,DNFLI6865T,827094644644
user_482,136257,165470.19,37700,27.67,349,4,12.22,0,0,41,HUZFK3969C,265577348017
user_483,89970,105269.21,8498,9.45,379,5,4.87,2,0,54,DIOHW6412A,846611700381
user_484,74314,86885.23,6064,8.16,338,3,8.65,0,0,49,GBTDQ8883P,321765931049
user_485,145129,264415.08,37502,25.84,448,2,5.76,0,0,54,BFKDV4309J,933851205366
user_486,80469,54296.44,8672,10.78,430,4,6.0,2,0,38,PBIYX7591G,974293232227
user_487,54517,54758.77,13605,24.96,580,4,4.96,2,0,55,GGTRL7909C,393986386632
user_488,121510,136110.66,45424,37.38,667,1,8.04,0,1,43,XEDBT6997A,200797568608
user_489,149754,124179.74,50271,33.57,503,5,4.52,1,0,34,STDNF9492P,773325726767
user_490,21127,39159.76,116,0.55,463,3,4.96,2,0,24,PIEAY2888P,679279208105
user_491,109799,125095.99,7179,6.54,519,1,10.91,2,0,23,YVEYM6415M,273824950862
user_492,106442,64459.42,33970,31.91,499,0,4.15,0,0,47,DHJFQ1877U,978835943734
user_493,97349,57543.26,13859,14.24,364,4,4.39,2,0,26,ERZHU8121S,913244120817
user_494,54313,45515.69,10662,19.63,841,0,3.78,0,0,49,XMHHD8866W,595565251433
user_495,58636,34160.43,18056,30.79,662,1,12.89,0,0,22,HMEPH6271Z,278391268175
user_496,125510,141913.3,26693,21.27,321,5,5.23,0,0,47,MVAFP0065B,816081785482
user_497,87298,100374.92,20942,23.99,780,1,8.08,0,0,27,CVDYN4300A,204937978295
user_498,45865,70779.41,7041,15.35,437,1,6.99,0,0,53,WOBGH8983A,805231434015
user_499,127275,213880.96,2824,2.22,432,0,13.5,2,0,22,JKHWL3419L,710704216402
user_500,106529,188072.47,660,0.62,323,3,14.7,2,0,33,OISXE9281B,021773258783
user_501,137309,133752.77,27405,19.96,587,1,4.12,1,0,36,VKZQL9283Q,578064163910
user_502,112342,107494.2,36361,32.37,524,3,7.32,2,0,41,WOYVO7904S,380389454547
user_503,101596,93347.24,13,0.01,766,1,8.47,0,0,29,KJUTD5604C,103586233749
user_504,113616,177036.01,35263,31.04,316,0,13.14,0,0,23,KBJVY6357S,339712905818
user_505,105220,136737.81,15766,14.98,719,0,7.29,0,0,51,AKTIG2314C,088644657109
user_506,72801,122523.21,6190,8.5,777,2,12.92,0,0,55,GPCLQ5317N,103938603842
user_507,79928,118533.95,7318,9.16,713,1,4.49,0,0,42,UPYER5237W,243701410014
user_508,22259,41198.13,7649,34.36,494,4,13.77,1,0,48,AQRDS9470D,049730675952
user_509,70042,99172.77,27741,39.61,805,0,3.37,0,1,48,GTWSL7387J,214776380947
user_510,109527,122868.59,33962,31.01,547,5,8.32,2,0,32,OPKXW3420J,398326029868
user_511,120364,163550.48,21104,17.53,495,0,14.17,0,0,44,CYMML6799F,209832152804
user_512,100231,89249.12,21937,21.89,571,3,13.25,1,0,28,WJUEK6256P,228153504329
user_513,48738,71405.89,4757,9.76,763,2,13.56,0,0,26,PINUS1029Q,143229257387
user_514,139623,251394.23,53649,38.42,574,0,7.01,2,0,59,WUBPA2850M,625914778859
user_515,98654,152861.52,1774,1.8,774,1,10.79,0,0,43,RXMKF4817G,639787195732
user_516,68671,74028.54,21324,31.05,468,5,9.57,0,0,39,YRFKK5399C,800613776545
user_517,92759,85869.34,29727,32.05,388,3,7.58,0,0,59,KCDMK7637A,512292551101
user_518,121077,124877.57,16245,13.42,640,1,11.44,0,0,51,DQWRY2813D,909733894820
user_519,33286,27887.15,11500,34.55,379,4,10.98,2,0,45,ARHQA8308N,921528376572
user_520,87025,51374.27,9552,10.98,814,2,8.9,0,0,40,CIFMQ2736K,087309995383
user_521,82536,77604.71,30708,37.21,434,4,5.73,2,1,32,NBYDZ0967U,237009232442
user_522,59287,95603.45,8913,15.03,518,0,6.51,2,0,28,XWXLZ3004L,530585721702
user_523,140609,71617.6,24834,17.66,436,5,13.04,2,0,24,AXUZD2335Q,838016047504
user_524,130113,143524.62,35788,27.51,385,2,13.75,0,0,25,LEPMU2210L,452441143598
user_525,136446,248567.6,37515,27.49,398,5,12.11,2,0,40,WKLUA9353S,933362493843
user_526,96439,165003.15,18234,18.91,527,3,13.49,2,0,51,JMAKR8472N,718476056481
user_527,91486,146782.56,36341,39.72,523,0,4.86,1,1,27,NQOMJ0088V,719864458798
user_528,47827,85442.94,5872,12.28,767,2,13.16,0,0,58,OPCDT1638G,759543110989
user_529,114723,162075.56,38551,33.6,834,2,3.81,0,0,47,FPRHL8740K,083607346215
user_530,102319,102341.93,29083,28.42,458,1,7.08,2,0,33,RPIWD3005A,841606218697
user_531,77729,42297.9,2651,3.41,840,1,8.87,0,0,41,XIKJQ8854Y,588128038969
user_532,106419,101192.53,22490,21.13,539,4,10.18,1,0,22,SQCFG7542R,053256162517
user_533,50506,77113.27,129,0.26,778,2,14.5,0,0,32,XVHHU9902Y,417546225645
user_534,136089,231581.71,42109,30.94,807,1,8.84,0,0,47,PMUWL6725G,722321119735
user_535,120553,161996.24,47985,39.8,745,1,9.79,0,1,48,EWODL6099O,774847452690
user_536,142842,155493.79,56972,39.88,580,3,4.22,1,0,57,FVWKA0715J,789370583233
user_537,101202,106047.07,6159,6.09,521,5,12.95,0,0,47,BPEEJ2125V,012211834209
user_538,130877,186969.17,16324,12.47,658,1,9.57,0,0,25,LIINX6214U,090681971251
user_539,118905,235487.26,29426,24.75,836,1,6.94,0,0,38,ORBUD0511V,748544573954
user_540,21813,26421.85,1385,6.35,320,4,8.34,0,0,21,MNBVP7626H,997731366367
user_541,50638,84379.38,18184,35.91,640,1,3.26,0,1,48,BFOXI1051S,154980625732
user_542,32437,24037.08,11678,36.0,485,3,6.48,0,1,36,SUWXN2800K,574022277439
user_543,147249,232073.02,13448,9.13,671,2,9.47,0,0,26,VTHMF0226J,469133436781
user_544,22853,40048.52,7388,32.33,406,4,3.98,2,0,25,VDTPB2714Y,962451697007
user_545,44076,54855.35,8884,20.16,775,2,5.75,0,0,44,WXJOH3152S,731697779350
user_546,131437,245670.14,19461,14.81,648,2,14.41,0,0,41,MMXXN7028G,098598978215
user_547,47790,82429.87,14483,30.31,565,4,11.51,1,0,37,KVMTX0045H,363522654034
user_548,26771,50867.61,4999,18.67,675,2,8.25,0,0,36,UEWHK9251W,424638147016
user_549,90640,166510.32,12686,14.0,384,2,10.02,0,0,28,RFEPQ3315U,761587613895
user_550,137607,168994.57,43567,31.66,702,2,5.01,0,0,51,ROTKR7232I,380437581544
user_551,72102,49998.61,3296,4.57,777,2,10.32,0,0,43,FITJA6198A,436527574035
user_552,73835,140864.9,11673,15.81,642,0,9.65,0,0,43,YYFLC1961V,260527250096
user_553,85599,126267.23,34078,39.81,636,1,9.11,0,1,27,IUFTS4876F,119693580914
user_554,22259,11655.81,8047,36.15,409,4,4.31,0,0,49,GYSPK1736R,136394484866
user_555,28397,54838.05,608,2.14,774,1,13.82,0,0,33,NVXEG6495C,796649323878
user_556,25162,47599.01,7589,30.16,762,0,14.98,0,0,34,JGYGW7626V,303576960801
user_557,25753,15384.07,2737,10.63,653,2,13.48,0,0,31,VQBOC5981Y,481386908099
user_558,80722,140271.53,4868,6.03,474,2,8.9,1,0,26,AYQSI1747D,790123017173
user_559,72030,129983.18,25432,35.31,442,0,3.01,0,1,45,HFYHO1254T,126814918236
user_560,59033,51744.51,7724,13.08,309,4,12.19,1,0,35,QVOMG3475W,749676474706
user_561,53204,55923.35,53,0.1,364,2,8.31,2,0,43,NMRGR9194P,461215851386
user_562,104292,76238.39,38175,36.6,684,1,7.76,0,0,32,LZOJO4336Z,104549093034
user_563,135968,136274.5,548,0.4,546,1,4.59,0,0,59,ZHIKQ5101G,782223340764
user_564,133920,192411.31,28509,21.29,590,5,14.68,0,0,31,NFJUK1432G,587863159066
user_565,50971,61202.41,14986,29.4,675,0,11.56,0,0,38,IMHLW6351O,730007060421
user_566,144831,261349.36,15851,10.94,576,4,9.3,1,0,53,NSCJX7156Y,072603496298
user_567,74409,73170.47,14977,20.13,829,1,10.98,0,0,56,EKTER8703W,532712906985
user_568,35969,69706.36,2110,5.87,679,1,7.5,0,0,31,IIPFP0585B,475959926326
user_569,75950,85062.32,21421,28.2,471,0,8.52,1,0,23,FLFXZ0132I,419813077709
user_570,20278,28548.0,43,0.21,541,5,10.23,0,0,55,NSHYM1384D,847872275651
user_571,89826,60832.2,844,0.94,444,2,7.47,2,0,23,IYFLA2003F,777511055790
user_572,96637,67682.93,555,0.57,772,2,11.86,0,0,57,KNVZK1964C,367740785783
user_573,50043,70923.05,4091,8.17,321,0,10.19,2,0,53,OBRHW0081F,483646277217
user_574,84685,84424.51,14771,17.44,339,1,4.58,2,0,37,EDXSO5642G,917921432118
user_575,101440,63240.15,13928,13.73,504,1,13.89,2,0,31,RTQWA6295F,106677167980
user_576,72969,77013.74,17249,23.64,525,0,6.51,0,0,39,TEINV4981U,026044901769
user_577,97946,50558.58,2737,2.79,443,4,3.47,0,0,25,AZVTU5934P,208789654632
user_578,98185,158539.99,21341,21.74,441,4,4.65,0,0,23,SKSFG6019W,664475400318
user_579,130091,122022.52,8396,6.45,370,1,8.85,1,0,28,QJHEN0873W,591504394018
user_580,38657,32797.79,5908,15.28,837,0,9.59,0,0,60,WSYIY4098U,606621050854
user_581,37223,43989.67,5164,13.87,587,3,6.47,2,0,60,MGBOT2918U,359365151452
user_582,143244,87228.85,21596,15.08,364,5,5.42,2,0,55,KTYFE0043R,217975851423
user_583,117513,132877.73,11593,9.87,549,0,7.71,2,0,33,WYEOF4387A,757910211576
user_584,90521,97406.91,32972,36.42,336,5,3.34,2,1,49,BJPEU7127Y,892017042523
user_585,139661,93657.61,51424,36.82,715,0,7.19,0,1,60,JWRBN4932P,050831231927
user_586,27595,44576.38,7640,27.69,637,0,11.59,0,0,22,TSVRM2008V,004488236250
user_587,108400,213740.37,1750,1.61,683,2,4.72,0,0,42,XYZHQ1074G,469177198700
